period,ratio
2016-05-17,0.04215
2016-05-18,0.05901
2016-05-27,0.16861
2016-05-28,0.31194
2016-05-29,0.12646
2016-05-30,0.30351
2016-05-31,0.28665
2016-06-01,0.26136
2016-06-02,0.18548
2016-06-03,0.06744
2016-06-04,0.06744
2016-06-05,0.05901
2016-06-06,0.04215
2016-06-07,0.20234
2016-06-08,0.0843
2016-06-12,0.05901
2016-06-13,0.10117
2016-06-29,0.05901
2016-07-17,0.04215
2016-07-18,0.05058
2016-07-19,0.18548
2016-07-20,37.34086
2016-07-21,35.30056
2016-07-22,22.84798
2016-07-23,4.68763
2016-07-24,4.96585
2016-07-25,13.34626
2016-07-26,11.46614
2016-07-27,13.31253
2016-07-28,21.41472
2016-07-29,27.28269
2016-07-30,5.07545
2016-07-31,4.49371
2016-08-01,16.08633
2016-08-02,12.62962
2016-08-03,13.6582
2016-08-04,15.4793
2016-08-05,12.8151
2016-08-06,4.88154
2016-08-07,6.34853
2016-08-08,12.87412
2016-08-09,10.62305
2016-08-10,11.91299
2016-08-11,10.37012
2016-08-12,9.37526
2016-08-13,2.90869
2016-08-14,3.47356
2016-08-15,3.87825
2016-08-16,12.52845
2016-08-17,12.05631
2016-08-18,10.15934
2016-08-19,9.66191
2016-08-20,2.993
2016-08-21,3.25436
2016-08-22,9.70407
2016-08-23,11.77809
2016-08-24,10.35325
2016-08-25,9.64505
2016-08-26,8.65862
2016-08-27,3.11103
2016-08-28,3.46513
2016-08-29,10.69892
2016-08-30,9.55231
2016-08-31,10.53874
2016-09-01,10.62305
2016-09-02,9.00429
2016-09-03,3.2375
2016-09-04,3.57474
2016-09-05,10.40384
2016-09-06,8.6249
2016-09-07,8.979
2016-09-08,8.54902
2016-09-09,8.91155
2016-09-10,2.81595
2016-09-11,2.35224
2016-09-12,9.67877
2016-09-13,9.74622
2016-09-14,2.6389
2016-09-15,1.99814
2016-09-16,2.44498
2016-09-17,2.68948
2016-09-18,3.15319
2016-09-19,11.32282
2016-09-20,13.73408
2016-09-21,11.3734
2016-09-22,10.42913
2016-09-23,11.39027
2016-09-24,3.33024
2016-09-25,3.26279
2016-09-26,11.13734
2016-09-27,11.72751
2016-09-28,9.83896
2016-09-29,10.74108
2016-09-30,10.57246
2016-10-01,2.79065
2016-10-02,2.52086
2016-10-03,3.2375
2016-10-04,11.10361
2016-10-05,9.66191
2016-10-06,9.61133
2016-10-07,9.26566
2016-10-08,2.52086
2016-10-09,2.84124
2016-10-10,12.1069
2016-10-11,17.85684
2016-10-12,21.94587
2016-10-13,24.76182
2016-10-14,25.49532
2016-10-15,4.49371
2016-10-16,3.77708
2016-10-17,16.49102
2016-10-18,14.66149
2016-10-19,12.18278
2016-10-20,10.78323
2016-10-21,10.02444
2016-10-22,2.71477
2016-10-23,3.01829
2016-10-24,21.09434
2016-10-25,11.29752
2016-10-26,10.87598
2016-10-27,11.23008
2016-10-28,11.1289
2016-10-29,3.14476
2016-10-30,2.77379
2016-10-31,13.91113
2016-11-01,10.39541
2016-11-02,12.78138
2016-11-03,24.99789
2016-11-04,29.63493
2016-11-05,5.11761
2016-11-06,4.94899
2016-11-07,15.51302
2016-11-08,12.26709
2016-11-09,13.80996
2016-11-10,12.93314
2016-11-11,10.95185
2016-11-12,3.11946
2016-11-13,2.75693
2016-11-14,14.37484
2016-11-15,11.972
2016-11-16,10.60618
2016-11-17,9.50172
2016-11-18,9.05488
2016-11-19,1.69462
2016-11-20,1.61875
2016-11-21,9.23193
2016-11-22,8.92842
2016-11-23,8.70921
2016-11-24,9.40898
2016-11-25,8.31295
2016-11-26,1.74521
2016-11-27,1.36582
2016-11-28,8.84411
2016-11-29,8.59118
2016-11-30,11.33968
2016-12-01,7.80709
2016-12-02,7.45299
2016-12-03,1.98128
2016-12-04,1.64404
2016-12-05,7.20849
2016-12-06,8.76823
2016-12-07,7.86611
2016-12-08,7.5626
2016-12-09,7.5626
2016-12-10,1.74521
2016-12-11,1.47542
2016-12-12,8.40569
2016-12-13,8.00944
2016-12-14,7.57103
2016-12-15,11.79495
2016-12-16,9.468
2016-12-17,2.0403
