period,ratio
2016-01-01,0.31122
2016-01-02,0.31122
2016-01-03,0.31942
2016-01-04,0.4882
2016-01-05,0.52618
2016-01-06,0.53266
2016-01-07,0.54604
2016-01-08,0.45712
2016-01-09,0.38633
2016-01-10,0.37683
2016-01-11,0.50848
2016-01-12,0.5374
2016-01-13,0.55856
2016-01-14,0.50115
2016-01-15,0.4433
2016-01-16,0.36561
2016-01-17,0.34014
2016-01-18,0.57323
2016-01-19,0.50071
2016-01-20,0.46359
2016-01-21,0.51625
2016-01-22,0.46963
2016-01-23,0.33453
2016-01-24,0.34489
2016-01-25,0.48517
2016-01-26,0.48258
2016-01-27,0.4869
2016-01-28,0.48474
2016-01-29,0.42776
2016-01-30,0.34014
2016-01-31,0.35481
2016-02-01,0.48474
2016-02-02,0.46057
2016-02-03,0.44546
2016-02-04,0.44115
2016-02-05,0.38762
2016-02-06,0.27928
2016-02-07,0.29525
2016-02-08,0.22316
2016-02-09,0.2728
2016-02-10,0.31035
2016-02-11,0.44287
2016-02-12,0.47999
2016-02-13,0.32115
2016-02-14,0.34445
2016-02-15,0.53611
2016-02-16,0.49683
2016-02-17,0.50892
2016-02-18,0.49726
2016-02-19,0.4528
2016-02-20,0.34489
2016-02-21,0.31726
2016-02-22,0.4692
2016-02-23,0.47956
2016-02-24,0.53827
2016-02-25,0.51582
2016-02-26,0.45194
2016-02-27,0.33194
2016-02-28,0.3423
2016-02-29,0.45453
2016-03-01,0.36388
2016-03-02,0.43683
2016-03-03,0.44892
2016-03-04,0.45107
2016-03-05,0.7105
2016-03-06,0.42776
2016-03-07,0.4882
2016-03-08,0.45927
2016-03-09,0.46748
2016-03-10,0.4433
2016-03-11,0.45755
2016-03-12,0.35525
2016-03-13,0.32244
2016-03-14,0.68374
2016-03-15,0.62891
2016-03-16,0.59222
2016-03-17,0.53568
2016-03-18,0.49597
2016-03-19,0.43424
2016-03-20,0.45971
2016-03-21,0.55942
2016-03-22,0.51064
2016-03-23,0.49553
2016-03-24,0.49856
2016-03-25,0.49338
2016-03-26,0.46186
2016-03-27,0.47481
2016-03-28,0.52532
2016-03-29,0.50546
2016-03-30,0.50201
2016-03-31,0.46143
2016-04-01,1.10071
2016-04-02,1.9446
2016-04-03,0.83266
2016-04-04,0.59395
2016-04-05,0.55122
2016-04-06,0.59827
2016-04-07,0.60474
2016-04-08,0.73683
2016-04-09,0.38287
2016-04-10,0.39884
2016-04-11,0.53438
2016-04-12,0.5223
2016-04-13,0.42604
2016-04-14,0.4964
2016-04-15,0.48992
2016-04-16,0.37597
2016-04-17,0.34489
2016-04-18,0.47784
2016-04-19,0.50719
2016-04-20,0.52704
2016-04-21,0.52014
2016-04-22,0.69453
2016-04-23,0.36302
2016-04-24,0.45237
2016-04-25,0.48043
2016-04-26,0.44546
2016-04-27,0.49424
2016-04-28,0.57668
2016-04-29,0.48345
2016-04-30,0.36949
2016-05-01,0.35438
2016-05-02,0.44805
2016-05-03,0.49899
2016-05-04,0.4092
2016-05-05,0.32546
2016-05-06,0.32374
2016-05-07,0.28791
2016-05-08,0.2823
2016-05-09,0.44935
2016-05-10,0.47956
2016-05-11,0.46704
2016-05-12,0.65136
2016-05-13,0.55338
2016-05-14,0.36561
2016-05-15,0.36172
2016-05-16,0.44589
2016-05-17,0.4541
2016-05-18,0.53222
2016-05-19,1.4115
2016-05-20,1.27208
2016-05-21,0.63841
2016-05-22,0.59827
2016-05-23,1.19999
2016-05-24,0.94402
2016-05-25,0.84388
2016-05-26,0.70532
2016-05-27,0.65438
2016-05-28,2.50014
2016-05-29,2.90977
2016-05-30,1.67265
2016-05-31,1.53064
2016-06-01,1.04762
2016-06-02,1.16244
2016-06-03,4.98301
2016-06-04,7.80128
2016-06-05,3.25423
2016-06-06,2.26575
2016-06-07,1.88978
2016-06-08,0.95913
2016-06-09,0.78129
2016-06-10,1.13395
2016-06-11,0.76532
2016-06-12,0.56158
2016-06-13,0.6682
2016-06-14,0.70014
2016-06-15,0.79251
2016-06-16,0.79122
2016-06-17,0.64186
2016-06-18,0.44805
2016-06-19,0.38071
2016-06-20,0.65784
2016-06-21,1.29755
2016-06-22,1.4292
2016-06-23,0.80373
2016-06-24,0.7351
2016-06-25,0.43294
2016-06-26,0.42431
2016-06-27,0.65395
2016-06-28,0.73251
2016-06-29,1.49524
2016-06-30,1.12963
