sector,code,company
경기관련소비재,035250,강원랜드
경기관련소비재,139480,이마트
경기관련소비재,161390,한국타이어앤테크놀로지
경기관련소비재,008770,호텔신라
경기관련소비재,081660,휠라코리아
경기관련소비재,035760,CJ ENM
경기관련소비재,023530,롯데쇼핑
경기관련소비재,018880,한온시스템
경기관련소비재,004170,신세계
경기관련소비재,002790,아모레G
경기관련소비재,030000,제일기획
경기관련소비재,282330,BGF리테일
경기관련소비재,025980,아난티
경기관련소비재,069960,현대백화점
경기관련소비재,161890,한국콜마
경기관련소비재,192820,코스맥스
경기관련소비재,204320,만도
경기관련소비재,007070,GS리테일
경기관련소비재,041510,에스엠
경기관련소비재,034230,파라다이스
경기관련소비재,214320,이노션
경기관련소비재,035900,JYP Ent.
경기관련소비재,111770,영원무역
경기관련소비재,114090,GKL
경기관련소비재,057050,현대홈쇼핑
경기관련소비재,028150,GS홈쇼핑
경기관련소비재,039130,하나투어
경기관련소비재,253450,스튜디오드래곤
경기관련소비재,011210,현대위아
경기관련소비재,079160,CJ CGV
경기관련소비재,031430,신세계인터내셔날
경기관련소비재,122870,와이지엔터테인먼트
경기관련소비재,020000,한섬
경기관련소비재,036420,제이콘텐트리
경기관련소비재,073070,에스모
경기관련소비재,073240,금호타이어
경기관련소비재,093050,LF
경기관련소비재,071840,롯데하이마트
경기관련소비재,298020,효성티앤씨
경기관련소비재,007700,F&F
경기관련소비재,032350,롯데관광개발
경기관련소비재,105630,한세실업
경기관련소비재,000240,한국테크놀로지그룹
경기관련소비재,080160,모두투어
경기관련소비재,024720,한국콜마홀딩스
경기관련소비재,037560,CJ헬로
경기관련소비재,025540,한국단자
경기관련소비재,009970,영원무역홀딩스
경기관련소비재,004490,세방전지
경기관련소비재,060980,한라홀딩스
경기관련소비재,002350,넥센타이어
경기관련소비재,005850,에스엘
경기관련소비재,006060,화승인더
경기관련소비재,070960,용평리조트
경기관련소비재,064960,S&T모티브
경기관련소비재,009450,경동나비엔
경기관련소비재,034120,SBS
경기관련소비재,215200,메가스터디교육
경기관련소비재,025620,제이준코스메틱
경기관련소비재,027410,BGF
경기관련소비재,200130,콜마비앤에이치
경기관련소비재,053210,스카이라이프
경기관련소비재,092730,네오팜
경기관련소비재,284740,쿠쿠홈시스
경기관련소비재,003620,쌍용차
경기관련소비재,069110,코스온
경기관련소비재,175250,아이큐어
경기관련소비재,048410,현대바이오
경기관련소비재,241710,코스메카코리아
경기관련소비재,138250,엔에스쇼핑
경기관련소비재,215360,우리산업
경기관련소비재,192400,쿠쿠홀딩스
경기관련소비재,000430,대원강업
경기관련소비재,015750,성우하이텍
경기관련소비재,241590,화승엔터프라이즈
경기관련소비재,052260,SK바이오랜드
경기관련소비재,007720,대명코퍼레이션
경기관련소비재,054780,키이스트
경기관련소비재,033340,좋은사람들
경기관련소비재,031440,신세계푸드
경기관련소비재,095720,웅진씽크빅
경기관련소비재,126560,현대에이치씨엔
경기관련소비재,060280,큐렉소
경기관련소비재,043610,지니뮤직
경기관련소비재,016100,리더스코스메틱
경기관련소비재,065650,메디프론
경기관련소비재,047820,초록뱀
경기관련소비재,003560,IHQ
경기관련소비재,009270,신원
경기관련소비재,078520,에이블씨엔씨
경기관련소비재,226320,잇츠한불
경기관련소비재,119860,다나와
경기관련소비재,067170,오텍
경기관련소비재,101060,SBS미디어홀딩스
경기관련소비재,010600,웰바이오텍
경기관련소비재,065060,지엔코
경기관련소비재,000050,경방
경기관련소비재,005720,넥센
경기관련소비재,037710,광주신세계
경기관련소비재,038880,아이에이
경기관련소비재,122450,KMH
경기관련소비재,033290,코웰패션
경기관련소비재,152330,코리아오토글라스
경기관련소비재,089600,나스미디어
경기관련소비재,260930,씨티케이코스메틱스
경기관련소비재,065560,녹원씨엔아이
경기관련소비재,044340,위닉스
경기관련소비재,102280,쌍방울
경기관련소비재,206560,덱스터
경기관련소비재,007340,디티알오토모티브
경기관련소비재,019680,대교
경기관련소비재,027050,코리아나
경기관련소비재,067280,멀티캠퍼스
경기관련소비재,064800,필링크
경기관련소비재,003200,일신방직
경기관련소비재,138360,에이씨티
경기관련소비재,013990,아가방컴퍼니
경기관련소비재,217480,에스디생명공학
경기관련소비재,005110,한창
경기관련소비재,096240,청담러닝
경기관련소비재,067990,도이치모터스
경기관련소비재,011320,유니크
경기관련소비재,064090,에프앤리퍼블릭
경기관련소비재,101140,비티원
경기관련소비재,066590,우수AMS
경기관련소비재,123690,한국화장품
경기관련소비재,204620,글로벌텍스프리
경기관련소비재,009680,모토닉
경기관련소비재,003570,S&T중공업
경기관련소비재,063170,서울옥션
경기관련소비재,002450,삼익악기
경기관련소비재,002630,오리엔트바이오
경기관련소비재,263720,디앤씨미디어
경기관련소비재,072870,메가스터디
경기관련소비재,035290,더블유에프엠
경기관련소비재,046070,코다코
경기관련소비재,002700,신일산업
경기관련소비재,031510,오스템
경기관련소비재,182360,큐브엔터
경기관련소비재,160550,NEW
경기관련소비재,048550,SM C&C
경기관련소비재,086980,쇼박스
경기관련소비재,011330,유니켐
경기관련소비재,035000,지투알
경기관련소비재,173940,에프엔씨엔터
경기관련소비재,035080,인터파크홀딩스
경기관련소비재,110790,크리스에프앤씨
경기관련소비재,035150,백산
경기관련소비재,004060,SG세계물산
경기관련소비재,001530,DI동일
경기관련소비재,230360,에코마케팅
경기관련소비재,008290,원풍물산
경기관련소비재,009320,대우부품
경기관련소비재,214420,토니모리
경기관련소비재,019660,글로본
경기관련소비재,237880,클리오
경기관련소비재,299900,위지윅스튜디오
경기관련소비재,007980,태평양물산
경기관련소비재,056080,유진로봇
경기관련소비재,094850,참좋은여행
경기관련소비재,033530,세종공업
경기관련소비재,043370,평화정공
경기관련소비재,060300,레드로버
경기관련소비재,145210,세화아이엠씨
경기관련소비재,089470,HDC현대EP
경기관련소비재,068930,디지털대성
경기관련소비재,048910,대원미디어
경기관련소비재,036260,이매진아시아
경기관련소비재,092200,디아이씨
경기관련소비재,036530,S&T홀딩스
경기관련소비재,016450,한세예스24홀딩스
경기관련소비재,058400,KNN
경기관련소비재,080420,모다이노칩
경기관련소비재,227610,아우딘퓨쳐스
경기관련소비재,216050,인크로스
경기관련소비재,053700,삼보모터스
경기관련소비재,065950,웰크론
경기관련소비재,012200,계양전기
경기관련소비재,004700,조광피혁
경기관련소비재,012170,키위미디어그룹
경기관련소비재,040300,YTN
경기관련소비재,017370,우신시스템
경기관련소비재,005800,신영와코루
경기관련소비재,026040,제이에스티나
경기관련소비재,023800,인지컨트롤스
경기관련소비재,141020,포티스
경기관련소비재,194370,제이에스코퍼레이션
경기관련소비재,033830,티비씨
경기관련소비재,067830,세이브존I&C
경기관련소비재,013870,지엠비코리아
경기관련소비재,013520,화승알앤에이
경기관련소비재,016090,대현
경기관련소비재,045520,크린앤사이언스
경기관련소비재,002170,삼양통상
경기관련소비재,050120,라이브플렉스
경기관련소비재,040420,정상제이엘에스
경기관련소비재,013310,아진산업
경기관련소비재,003350,한국화장품제조
경기관련소비재,217620,디딤
경기관련소비재,008600,윌비스
경기관련소비재,108790,인터파크
경기관련소비재,234100,세원
경기관련소비재,241690,유니테크노
경기관련소비재,078590,두올산업
경기관련소비재,002880,대유에이텍
경기관련소비재,003610,방림
경기관련소비재,039980,리노스
경기관련소비재,037270,YG PLUS
경기관련소비재,282690,동아타이어
경기관련소비재,200880,서연이화
경기관련소비재,039830,오로라
경기관련소비재,039310,세중
경기관련소비재,027390,한화갤러리아타임월드
경기관련소비재,001070,대한방직
경기관련소비재,053110,소리바다
경기관련소비재,023890,한국아트라스비엑스
경기관련소비재,084680,이월드
경기관련소비재,039340,한국경제TV
경기관련소비재,024950,삼천리자전거
경기관련소비재,090370,메타랩스
경기관련소비재,068290,삼성출판사
경기관련소비재,063440,SM Life Design
경기관련소비재,122350,삼기오토모티브
경기관련소비재,006370,대구백화점
경기관련소비재,014990,인디에프
경기관련소비재,031860,엔에스엔
경기관련소비재,225330,씨엠에스에듀
경기관련소비재,123410,코리아에프티
경기관련소비재,066910,손오공
경기관련소비재,104040,대성파인텍
경기관련소비재,267790,배럴
경기관련소비재,143210,핸즈코퍼레이션
경기관련소비재,035480,제이테크놀로지
경기관련소비재,000300,대유플러스
경기관련소비재,005390,신성통상
경기관련소비재,039670,한류타임즈
경기관련소비재,047770,코데즈컴바인
경기관련소비재,001460,BYC
경기관련소비재,219550,MP한강
경기관련소비재,214330,금호에이치티
경기관련소비재,123040,엠에스오토텍
경기관련소비재,123330,제닉
경기관련소비재,126600,코프라
경기관련소비재,012280,영화금속
경기관련소비재,019010,베뉴지
경기관련소비재,007860,서연
경기관련소비재,005710,대원산업
경기관련소비재,054300,팬스타엔터프라이즈
경기관련소비재,204020,그리티
경기관련소비재,104200,NHN벅스
경기관련소비재,204630,화이브라더스코리아
경기관련소비재,252500,세화피앤씨
경기관련소비재,046140,SBS콘텐츠허브
경기관련소비재,263920,블러썸엠앤씨
경기관련소비재,071460,위니아딤채
경기관련소비재,001380,SG충방
경기관련소비재,023000,삼원강재
경기관련소비재,080470,성창오토텍
경기관련소비재,071850,캐스텍코리아
경기관련소비재,144620,코오롱머티리얼
경기관련소비재,040610,SG&G
경기관련소비재,234920,자이글
경기관련소비재,024890,대원화성
경기관련소비재,010770,평화홀딩스
경기관련소비재,215480,토박스코리아
경기관련소비재,021820,세원정공
경기관련소비재,093240,형지엘리트
경기관련소비재,058530,슈펙스비앤피
경기관련소비재,006660,삼성공조
경기관련소비재,161570,THE MIDONG
경기관련소비재,053280,예스24
경기관련소비재,041650,상신브레이크
경기관련소비재,046390,삼화네트웍스
경기관련소비재,014470,부방
경기관련소비재,016740,두올
경기관련소비재,118990,모트렉스
경기관련소비재,010690,화신
경기관련소비재,104620,노랑풍선
경기관련소비재,041930,동아화성
경기관련소비재,000040,KR모터스
경기관련소비재,111110,호전실업
경기관련소비재,002920,유성기업
경기관련소비재,100220,비상교육
경기관련소비재,078860,아이오케이
경기관련소비재,032800,판타지오
경기관련소비재,108490,로보티즈
경기관련소비재,013000,세우글로벌
경기관련소비재,105550,트루윈
경기관련소비재,069640,한세엠케이
경기관련소비재,066130,하츠
경기관련소비재,127710,아시아경제
경기관련소비재,005360,모나미
경기관련소비재,004840,DRB동일
경기관련소비재,004830,덕성
경기관련소비재,075180,새론오토모티브
경기관련소비재,090080,평화산업
경기관련소비재,086250,화신테크
경기관련소비재,051780,큐로홀딩스
경기관련소비재,069920,아이에스이커머스
경기관련소비재,154040,솔루에타
경기관련소비재,001620,케이비아이동국실업
경기관련소비재,011420,갤럭시아에스엠
경기관련소비재,010580,지코
경기관련소비재,025440,대성엘텍
경기관련소비재,005320,국동
경기관련소비재,265560,영화테크
경기관련소비재,226340,본느
경기관련소비재,004100,태양금속
경기관련소비재,092780,동양피스톤
경기관련소비재,123570,이엠넷
경기관련소비재,084870,TBH글로벌
경기관련소비재,018700,바른손
경기관련소비재,093380,풍강
경기관련소비재,010100,한국프랜지
경기관련소비재,052220,iMBC
경기관련소비재,068050,팬엔터테인먼트
경기관련소비재,015540,메디파트너생명공학
경기관련소비재,065500,오리엔트정공
경기관련소비재,018500,동원금속
경기관련소비재,088790,진도
경기관련소비재,024740,한일단조
경기관련소비재,024910,경창산업
경기관련소비재,001420,태원물산
경기관련소비재,019180,티에이치엔
경기관련소비재,067570,엔브이에이치코리아
경기관련소비재,021650,한국큐빅
경기관련소비재,000680,LS네트웍스
경기관련소비재,207760,미스터블루
경기관련소비재,159580,제로투세븐
경기관련소비재,133750,메가엠디
경기관련소비재,012860,서연전자
경기관련소비재,024900,덕양산업
경기관련소비재,051390,YW
경기관련소비재,032080,아즈텍WB
경기관련소비재,126640,화신정공
경기관련소비재,123700,SJM
경기관련소비재,048430,유라테크
경기관련소비재,225650,쿠첸
경기관련소비재,057030,와이비엠넷
경기관련소비재,123750,알톤스포츠
경기관련소비재,072470,우리산업홀딩스
경기관련소비재,011300,성안
경기관련소비재,010470,오리콤
경기관련소비재,038110,에코플라스틱
경기관련소비재,085910,네오티스
경기관련소비재,023810,인팩
경기관련소비재,019770,서연탑메탈
경기관련소비재,019540,일지테크
경기관련소비재,058420,제이웨이
경기관련소비재,037070,파세코
경기관련소비재,088390,이녹스
경기관련소비재,215100,로보로보
경기관련소비재,111710,남화산업
경기관련소비재,005030,부산주공
경기관련소비재,053270,구영테크
경기관련소비재,263020,디케이앤디
경기관련소비재,024120,KB오토시스
경기관련소비재,130500,GH신소재
경기관련소비재,212560,네오오토
경기관련소비재,015020,이스타코
경기관련소비재,007530,영신금속
경기관련소비재,170030,현대공업
경기관련소비재,030960,양지사
경기관련소비재,225590,패션플랫폼
경기관련소비재,033600,럭슬
경기관련소비재,000950,전방
경기관련소비재,013720,청보산업
경기관련소비재,122690,서진오토모티브
경기관련소비재,024940,PN풍년
경기관련소비재,128540,에코캡
경기관련소비재,011080,형지I&C
경기관련소비재,080440,에스제이케이
경기관련소비재,033250,체시스
경기관련소비재,053290,NE능률
