sector,code,company
경기관련소비재,025530,SJM홀딩스
경기관련소비재,105330,케이엔더블유
경기관련소비재,130740,티피씨글로벌
경기관련소비재,290120,대유에이피
경기관련소비재,002420,세기상사
경기관련소비재,009620,삼보산업
경기관련소비재,024830,세원물산
경기관련소비재,134060,이퓨쳐
경기관련소비재,053060,세동
경기관련소비재,090150,광진윈텍
경기관련소비재,008500,일정실업
경기관련소비재,002070,남영비비안
경기관련소비재,088290,이원컴포텍
경기관련소비재,020400,대동금속
경기관련소비재,098660,에스티오
필수소비재,033780,KT&G
필수소비재,097950,CJ제일제당
필수소비재,271560,오리온
필수소비재,004990,롯데지주
필수소비재,007310,오뚜기
필수소비재,004370,농심
필수소비재,005440,현대그린푸드
필수소비재,007390,네이처셀
필수소비재,026960,동서
필수소비재,000080,하이트진로
필수소비재,001680,대상
필수소비재,005300,롯데칠성
필수소비재,001800,오리온홀딩스
필수소비재,018250,애경산업
필수소비재,003380,하림지주
필수소비재,000070,삼양홀딩스
필수소비재,005180,빙그레
필수소비재,006040,동원산업
필수소비재,049770,동원F&B
필수소비재,003230,삼양식품
필수소비재,267980,매일유업
필수소비재,035810,이지바이오
필수소비재,002270,롯데푸드
필수소비재,280360,롯데제과
필수소비재,033920,무학
필수소비재,005610,SPC삼립
필수소비재,051500,CJ프레시웨이
필수소비재,145990,삼양사
필수소비재,003920,남양유업
필수소비재,001130,대한제분
필수소비재,136490,선진
필수소비재,136480,하림
필수소비재,072710,농심홀딩스
필수소비재,007160,사조산업
필수소비재,036580,팜스코
필수소비재,000890,보해양조
필수소비재,017810,풀무원
필수소비재,084690,대상홀딩스
필수소비재,002760,보락
필수소비재,005740,크라운해태홀딩스
필수소비재,220630,해마로푸드서비스
필수소비재,101530,해태제과식품
필수소비재,227840,현대코퍼레이션홀딩스
필수소비재,023900,풍국주정
필수소비재,004540,깨끗한나라
필수소비재,001790,대한제당
필수소비재,004650,창해에탄올
필수소비재,018120,진로발효
필수소비재,014100,보령메디앙스
필수소비재,004970,신라교역
필수소비재,027740,마니커
필수소비재,248170,샘표식품
필수소비재,038530,골드퍼시픽
필수소비재,004410,서울식품
필수소비재,012690,모나리자
필수소비재,027710,팜스토리
필수소비재,000140,하이트진로홀딩스
필수소비재,208140,정다운
필수소비재,264900,크라운제과
필수소비재,008040,사조동아원
필수소비재,088910,동우팜투테이블
필수소비재,011150,CJ씨푸드
필수소비재,073560,우리손에프앤지
필수소비재,005990,매일홀딩스
필수소비재,014710,사조씨푸드
필수소비재,006980,우성사료
필수소비재,005860,한일사료
필수소비재,051160,지어소프트
필수소비재,079660,사조해표
필수소비재,016790,현대사료
필수소비재,043650,국순당
필수소비재,003310,대주산업
필수소비재,002600,조흥
필수소비재,290720,푸드나무
필수소비재,003960,사조대림
필수소비재,222980,한국맥널티
필수소비재,006090,사조오양
필수소비재,009780,엠에스씨
필수소비재,225430,케이엠제약
필수소비재,007540,샘표
필수소비재,002140,고려산업
필수소비재,277410,인산가
필수소비재,030720,동원수산
필수소비재,005670,푸드웰
필수소비재,053620,태양
필수소비재,025880,케이씨피드
필수소비재,002680,한탑
필수소비재,009770,삼정펄프
필수소비재,189980,흥국에프엔비
필수소비재,066360,체리부로
필수소비재,004590,한국가구
필수소비재,006880,신송홀딩스
필수소비재,218150,미래생명자원
필수소비재,003680,한성기업
필수소비재,023150,MH에탄올
필수소비재,250000,보라티알
필수소비재,025870,신라에스지
건강관리,068270,셀트리온
건강관리,207940,삼성바이오로직스
건강관리,215600,신라젠
건강관리,084990,헬릭스미스
건강관리,091990,셀트리온헬스케어
건강관리,128940,한미약품
건강관리,086900,메디톡스
건강관리,000100,유한양행
건강관리,008930,한미사이언스
건강관리,095700,제넥신
건강관리,009420,한올바이오파마
건강관리,003000,부광약품
건강관리,068760,셀트리온제약
건강관리,069620,대웅제약
건강관리,041960,코미팜
건강관리,006280,녹십자
건강관리,185750,종근당
건강관리,140410,메지온
건강관리,145020,휴젤
건강관리,039200,오스코텍
건강관리,083790,크리스탈
건강관리,000250,삼천당제약
건강관리,115450,지트리비앤티
건강관리,092040,아미코젠
건강관리,183490,엔지켐생명과학
건강관리,003520,영진약품
건강관리,048260,오스템임플란트
건강관리,102940,코오롱생명과학
건강관리,005250,녹십자홀딩스
건강관리,078160,메디포스트
건강관리,065660,안트로젠
건강관리,141080,레고켐바이오
건강관리,170900,동아에스티
건강관리,048530,인트론바이오
건강관리,001060,JW중외제약
건강관리,031390,녹십자셀
건강관리,145720,덴티움
건강관리,298380,에이비엘바이오
건강관리,003090,대웅
건강관리,005500,삼진제약
건강관리,007570,일양약품
건강관리,058820,CMG제약
건강관리,096530,씨젠
건강관리,243070,휴온스
건강관리,000640,동아쏘시오홀딩스
건강관리,217730,강스템바이오텍
건강관리,039840,디오
건강관리,087010,펩트론
건강관리,066700,테라젠이텍스
건강관리,208340,파멥신
건강관리,038290,마크로젠
건강관리,263050,유틸렉스
건강관리,002210,동성제약
건강관리,053030,바이넥스
건강관리,196170,알테오젠
건강관리,182400,엔케이맥스
건강관리,226950,올릭스
건강관리,086820,바이오솔루션
건강관리,067080,대화제약
건강관리,086450,동국제약
건강관리,099190,아이센스
건강관리,271980,제일약품
건강관리,174900,앱클론
건강관리,100120,뷰웍스
건강관리,214370,케어젠
건강관리,096760,JW홀딩스
건강관리,019170,신풍제약
건강관리,041830,인바디
건강관리,144510,녹십자랩셀
건강관리,009290,광동제약
건강관리,222040,코스맥스엔비티
건강관리,033270,유나이티드제약
건강관리,016580,환인제약
건강관리,085370,루트로닉
건강관리,002390,한독
건강관리,206640,바디텍메드
건강관리,084110,휴온스글로벌
건강관리,003060,에이프로젠제약
건강관리,067290,JW신약
건강관리,003220,대원제약
건강관리,234080,JW생명과학
건강관리,237690,에스티팜
건강관리,003850,보령제약
건강관리,142760,바이오리더스
건강관리,049180,셀루메드
건강관리,053950,경남제약
건강관리,214450,파마리서치프로덕트
건강관리,191420,테고사이언스
건강관리,042520,한스바이오메드
건강관리,001630,종근당홀딩스
건강관리,203690,프로스테믹스
건강관리,119610,인터로조
건강관리,249420,일동제약
건강관리,043150,바텍
건강관리,000020,동화약품
건강관리,168330,내츄럴엔도텍
건강관리,180400,캔서롭
건강관리,166480,코아스템
건강관리,293480,하나제약
건강관리,268600,셀리버리
건강관리,049960,쎌바이오텍
건강관리,023910,대한약품
건강관리,064550,바이오니아
건강관리,200670,휴메딕스
건강관리,046210,파나진
건강관리,115180,큐리언트
건강관리,185490,아이진
건강관리,001360,삼성제약
건강관리,060590,씨티씨바이오
건강관리,086890,이수앱지스
건강관리,008490,서흥
건강관리,054950,제이브이엠
건강관리,011040,경동제약
건강관리,206650,유바이오로직스
건강관리,074430,아미노로직스
건강관리,006620,동구바이오제약
건강관리,072020,중앙백신
건강관리,086040,바이오톡스텍
건강관리,187420,제노포커스
건강관리,245620,EDGC
건강관리,034940,조아제약
건강관리,043090,팜스웰바이오
건강관리,032620,유비케어
건강관리,200780,비씨월드제약
건강관리,017180,명문제약
건강관리,131030,디에이치피코리아
건강관리,214390,경보제약
건강관리,290650,엘앤씨바이오
건강관리,039860,나노엔텍
건강관리,004310,현대약품
건강관리,002620,제일파마홀딩스
건강관리,102460,이연제약
건강관리,054670,대한뉴팜
건강관리,054050,농우바이오
건강관리,011000,진원생명과학
건강관리,004720,우리들제약
건강관리,071200,인피니트헬스케어
건강관리,153710,옵티팜
건강관리,044820,코스맥스비티아이
건강관리,222110,팬젠
건강관리,041910,에스텍파마
건강관리,228850,레이언스
건강관리,204840,지엘팜텍
건강관리,000520,삼일제약
건강관리,048870,시너지이노베이션
건강관리,032980,바이온
건강관리,065510,휴비츠
건강관리,100700,세운메디칼
건강관리,063160,종근당바이오
건강관리,061250,화일약품
건강관리,036180,영인프런티어
건강관리,035610,솔본
건강관리,194700,노바렉스
건강관리,065170,넥스트BT
건강관리,239610,에이치엘사이언스
건강관리,263700,케어랩스
건강관리,032850,비트컴퓨터
건강관리,122310,제노레이
건강관리,150840,인트로메딕
건강관리,238200,비피도
건강관리,047920,씨트리
건강관리,260660,알리코제약
건강관리,059210,메타바이오메드
건강관리,156100,엘앤케이바이오
건강관리,154030,아시아종묘
건강관리,106190,하이텍팜
건강관리,118000,우리들휴브레인
건강관리,214680,디알텍
건강관리,220100,퓨쳐켐
건강관리,109960,에이프로젠 H&G
건강관리,056090,유앤아이
건강관리,246960,이노테라피
건강관리,196300,애니젠
건강관리,043710,서울리거
건강관리,068330,일신바이오
건강관리,002800,신신제약
건강관리,001540,안국약품
건강관리,038070,서린바이오
건강관리,270870,뉴트리
건강관리,109820,진매트릭스
건강관리,080720,한국유니온제약
건강관리,084650,랩지노믹스
건강관리,179290,엠아이텍
건강관리,104540,코렌텍
건강관리,002720,국제약품
건강관리,290660,네오펙트
건강관리,138610,나이벡
건강관리,246720,아스타
건강관리,032940,원익
건강관리,217330,싸이토젠
건강관리,003120,일성신약
건강관리,142280,녹십자엠에스
건강관리,127120,디엔에이링크
건강관리,014570,고려제약
건강관리,000220,유유제약
건강관리,246710,티앤알바이오팹
건강관리,043100,솔고바이오
건강관리,036480,대성미생물
건강관리,217600,켐온
건강관리,018680,서울제약
건강관리,012790,신일제약
건강관리,241820,피씨엘
건강관리,000230,일동홀딩스
건강관리,078140,대봉엘에스
건강관리,041920,메디아나
건강관리,052670,제일바이오
건강관리,115480,씨유메디칼
건강관리,204990,현성바이탈
건강관리,214150,클래시스
건강관리,205470,휴마시스
건강관리,018620,우진비앤지
건강관리,009300,삼아제약
건강관리,263690,디알젬
건강관리,149980,하이로닉
건강관리,215380,우정바이오
건강관리,007370,진양제약
건강관리,114450,KPX생명과학
건강관리,238120,로고스바이오
건강관리,086060,진바이오텍
건강관리,258830,세종메디칼
건강관리,131220,대한과학
건강관리,044960,이글벳
건강관리,226400,오스테오닉
건강관리,219750,지티지웰니스
건강관리,006140,피제이전자
건강관리,004080,신흥
건강관리,058110,멕아이씨에스
건강관리,208370,셀바스헬스케어
금융,055550,신한지주
금융,105560,KB금융
금융,086790,하나금융지주
금융,000810,삼성화재
금융,316140,우리금융지주
금융,032830,삼성생명
금융,024110,기업은행
금융,005830,DB손해보험
금융,006800,미래에셋대우
금융,071050,한국금융지주
금융,001450,현대해상
금융,016360,삼성증권
금융,138930,BNK금융지주
금융,005940,NH투자증권
금융,008560,메리츠종금증권
금융,139130,DGB금융지주
금융,088350,한화생명
금융,079440,오렌지라이프
금융,175330,JB금융지주
금융,000060,메리츠화재
금융,039490,키움증권
금융,029780,삼성카드
금융,003690,코리안리
금융,138040,메리츠금융지주
금융,034830,한국토지신탁
금융,003540,대신증권
금융,034310,NICE
금융,030190,NICE평가정보
금융,085620,미래에셋생명
금융,003470,유안타증권
금융,000370,한화손해보험
금융,001510,SK증권
금융,003530,한화투자증권
금융,001720,신영증권
금융,210980,SK디앤디
금융,010050,우리종금
금융,123890,한국자산신탁
금융,001200,유진투자증권
금융,063570,한국전자금융
금융,082640,동양생명
금융,030610,교보증권
금융,030210,KTB투자증권
금융,000400,롯데손해보험
금융,001500,현대차증권
금융,041190,우리기술투자
금융,033660,아주캐피탈
금융,016610,DB금융투자
금융,012700,리드코프
금융,019550,SBI인베스트먼트
금융,001290,상상인증권
금융,021080,에이티넘인베스트
금융,130580,나이스디앤비
금융,000540,흥국화재
금융,034950,한국기업평가
금융,289080,SV인베스트먼트
금융,001750,한양증권
금융,241520,DSC인베스트먼트
금융,016600,큐캐피탈
금융,003460,유화증권
금융,001270,부국증권
금융,034810,해성산업
금융,027830,대성창투
금융,019570,리더스 기술투자
금융,006220,제주은행
금융,036120,SCI평가정보
금융,027360,아주IB투자
금융,049720,고려신용정보
금융,021880,메이슨캐피탈
금융,023460,CNH
금융,023760,한국캐피탈
금융,246690,TS인베스트먼트
금융,007330,푸른저축은행
금융,052600,한네트
금융,277070,린드먼아시아
금융,001000,신라섬유
금융,293580,나우아이비캐피탈
금융,078020,이베스트투자증권
IT,005930,삼성전자
IT,000660,SK하이닉스
IT,035420,NAVER
IT,006400,삼성SDI
IT,036570,엔씨소프트
IT,066570,LG전자
IT,018260,삼성에스디에스
IT,009150,삼성전기
IT,035720,카카오
IT,034220,LG디스플레이
IT,251270,넷마블
IT,011070,LG이노텍
IT,263750,펄어비스
IT,078340,컴투스
IT,098460,고영
IT,046890,서울반도체
IT,020150,일진머티리얼즈
IT,042000,카페24
IT,240810,원익IPS
IT,012510,더존비즈온
IT,036490,SK머티리얼즈
IT,181710,NHN
IT,200230,텔콘RF제약
IT,052020,에스티큐브
IT,038540,상상인
IT,045390,대아티아이
IT,023590,다우기술
IT,058470,리노공업
IT,192080,더블유게임즈
IT,066970,엘앤에프
IT,033180,필룩스
IT,008060,대덕전자
IT,036830,솔브레인
IT,001820,삼화콘덴서
IT,039030,이오테크닉스
IT,000990,DB하이텍
IT,108320,실리콘웍스
IT,090460,비에이치
IT,011690,유양디앤유
IT,151910,나노스
IT,069080,웹젠
IT,082270,젬백스
IT,067160,아프리카TV
IT,091700,파트론
IT,218410,RFHIC
IT,005290,동진쎄미켐
IT,112040,위메이드
IT,265520,AP시스템
IT,068240,다원시스
IT,053800,안랩
IT,022100,포스코 ICT
IT,272290,이녹스첨단소재
IT,032500,케이엠더블유
IT,122990,와이솔
IT,036930,주성엔지니어링
IT,064760,티씨케이
IT,035600,KG이니시스
IT,086390,유니테스트
IT,029530,신도리코
IT,095610,테스
IT,049950,미래컴퍼니
IT,000670,영풍
IT,063080,게임빌
IT,033640,네패스
IT,074600,원익QnC
IT,030520,한글과컴퓨터
IT,031980,피에스케이홀딩스
IT,025320,시노펙스
IT,059090,미코
IT,078150,HB테크놀러지
IT,108230,톱텍
IT,078600,대주전자재료
IT,214180,민앤지
IT,091120,이엠텍
IT,166090,하나머티리얼즈
IT,213420,덕산네오룩스
IT,095270,웨이브일렉트로
IT,026890,디피씨
IT,042700,한미반도체
IT,097780,에스맥
IT,178320,서진시스템
IT,278280,천보
IT,047310,파워로직스
IT,095660,네오위즈
IT,084370,유진테크
IT,018290,지엠피
IT,123860,아나패스
IT,060250,NHN한국사이버결제
IT,089030,테크윙
IT,114570,지스마트글로벌
IT,030790,동양네트웍스
IT,064260,다날
IT,007660,이수페타시스
IT,140860,파크시스템스
IT,196490,디에이테크놀로지
IT,051370,인터플렉스
IT,281820,케이씨텍
IT,041140,넥슨지티
IT,088800,에이스테크
IT,052710,아모텍
IT,030530,원익홀딩스
IT,111870,삼본전자
IT,033240,자화전자
IT,238090,앤디포스
IT,123420,선데이토즈
IT,192440,슈피겐코리아
IT,201490,미투온
IT,064240,홈캐스트
IT,121800,비덴트
IT,183300,코미코
IT,035510,신세계 I&C
IT,049070,인탑스
IT,286940,롯데정보통신
IT,097520,엠씨넥스
IT,052330,코텍
IT,137940,넥스트아이
IT,195870,해성디에스
IT,255440,야스
IT,060570,드림어스컴퍼니
IT,004710,한솔테크닉스
IT,061970,엘비세미콘
IT,138690,엘아이에스
IT,060720,KH바텍
IT,039440,에스티아이
IT,008700,아남전자
IT,082920,비츠로셀
IT,174880,장원테크
IT,083640,인콘
IT,039560,다산네트웍스
IT,117670,알파홀딩스
IT,040910,아이씨디
IT,040350,큐로컴
IT,143160,아이디스
IT,032190,다우데이타
IT,038060,루멘스
IT,141000,비아트론
IT,225570,넷게임즈
IT,052400,코나아이
IT,032790,엠젠플러스
IT,053580,웹케시
IT,005680,삼영전자
IT,131970,테스나
IT,215000,골프존
IT,046440,KG모빌리언스
IT,033160,엠케이전자
IT,131390,피앤이솔루션
IT,057500,SKC 솔믹스
IT,236200,슈프리마
IT,032820,우리기술
IT,029460,케이씨
IT,009470,삼화전기
IT,126700,하이비젼시스템
IT,091580,상신이디피
IT,299910,베스파
IT,264450,유비쿼스
IT,007630,폴루스바이오팜
IT,050890,쏠리드
IT,138080,오이솔루션
IT,079970,투비소프트
IT,036540,SFA반도체
IT,025560,미래산업
IT,234300,에스트래픽
IT,073490,이노와이어리스
IT,042040,케이피엠테크
IT,179900,유티아이
IT,053610,프로텍
IT,077500,유니퀘스트
IT,200710,에이디테크놀로지
IT,082210,옵트론텍
IT,078890,가온미디어
IT,155650,와이엠씨
IT,222800,심텍
IT,065130,탑엔지니어링
IT,115160,휴맥스
IT,222080,씨아이에스
IT,080220,제주반도체
IT,036200,유니셈
IT,094940,푸른기술
IT,224060,코디엠
IT,068790,DMS
IT,060230,이그잭스
IT,069540,라이트론
IT,144960,뉴파워프라즈마
IT,049630,재영솔루텍
IT,058610,에스피지
IT,138580,비즈니스온
IT,012030,DB
IT,050110,캠시스
IT,051360,토비스
IT,003160,디아이
IT,196450,디오스텍
IT,052420,오성첨단소재
IT,078070,유비쿼스홀딩스
IT,096630,에스코넥
IT,092220,KEC
IT,217270,넵튠
IT,066980,브레인콘텐츠
IT,054450,텔레칩스
IT,061040,알에프텍
IT,090470,제이스텍
IT,193250,와이제이엠게임즈
IT,037460,삼지전자
IT,251630,브이원텍
IT,161580,필옵틱스
IT,053980,오상자이엘
IT,230240,에치에프알
IT,053300,한국정보인증
IT,054800,아이디스홀딩스
IT,036090,위지트
IT,031330,에스에이엠티
IT,086960,한컴MDS
IT,036170,씨티젠
IT,067000,조이시티
IT,136540,윈스
IT,087730,에스모 머티리얼즈
IT,243840,신흥에스이씨
IT,137400,피엔티
IT,036810,에프에스티
IT,083310,엘오티베큠
IT,053450,세코닉스
IT,108860,셀바스AI
IT,095340,ISC
IT,114810,아이원스
IT,089970,에이피티씨
IT,043290,케이맥
IT,122640,예스티
IT,140670,알에스오토메이션
IT,223310,이에스브이
IT,038460,바이오스마트
IT,069410,엔텔스
IT,123840,한일진공
IT,045890,GV
IT,121440,골프존뉴딘홀딩스
IT,102120,어보브반도체
IT,119830,아이텍
IT,038160,팍스넷
IT,004770,써니전자
IT,101490,에스앤에스텍
IT,203650,드림시큐리티
IT,220180,핸디소프트
IT,088130,동아엘텍
IT,092070,디엔에프
IT,079940,가비아
IT,259630,엠플러스
IT,035620,바른손이앤에이
IT,067310,하나마이크론
IT,049080,기가레인
IT,131370,알서포트
IT,041460,한국전자인증
IT,063760,이엘피
IT,045970,코아시아
IT,200470,하이셈
IT,057540,옴니시스템
IT,083930,아바코
IT,189300,인텔리안테크
IT,079370,제우스
IT,016670,포비스티앤씨
IT,241770,메카로
IT,114120,크루셜텍
IT,060240,룽투코리아
IT,232140,와이아이케이
IT,092130,이크레더블
IT,288620,에스퓨얼셀
IT,041590,젬백스지오
IT,093320,케이아이엔엑스
IT,066110,한프
IT,042420,네오위즈홀딩스
IT,101160,월덱스
IT,009310,참엔지니어링
IT,214870,뉴지랩
IT,007810,코리아써키트
IT,054620,APS홀딩스
IT,020760,일진디스플
IT,127160,매직마이크로
IT,253590,네오셈
IT,042510,라온시큐어
IT,057680,옴니텔
IT,039010,현대통신
IT,036030,KTH
IT,093190,빅솔론
IT,080000,에스엔유
IT,117730,티로보틱스
IT,087260,모바일어플라이언스
IT,082800,루미마이크로
IT,033170,시그네틱스
IT,095500,미래나노텍
IT,049480,오픈베이스
IT,052790,액토즈소프트
IT,065350,신성델타테크
IT,194480,데브시스터즈
IT,238490,힘스
IT,037350,성도이엔지
IT,101330,모베이스
IT,058630,엠게임
IT,027040,서울전자통신
IT,046970,우리로
IT,205100,엑셈
IT,058220,아리온
IT,241790,오션브릿지
IT,100590,머큐리
IT,065530,전파기지국
IT,037950,엘컴텍
IT,033320,제이씨현시스템
IT,101400,엔시트론
IT,149950,아바텍
IT,192250,케이사인
IT,039230,에이아이비트
IT,079950,인베니아
IT,049520,유아이엘
IT,160980,싸이맥스
IT,036010,아비코전자
IT,031820,콤텍시스템
IT,094480,갤럭시아컴즈
IT,187220,디티앤씨
IT,050540,한국코퍼레이션
IT,079960,동양이엔피
IT,038680,에스넷
IT,053350,이니텍
IT,026180,현대정보기술
IT,084730,팅크웨어
IT,197210,리드
IT,041520,이라이콤
IT,290670,대보마그네틱
IT,101390,아이엠
IT,171090,선익시스템
IT,092600,앤씨앤
IT,093520,매커스
IT,106240,파인테크닉스
IT,214270,퓨쳐스트림네트웍스
IT,065680,우주일렉트로
IT,222810,한류AI센터
IT,089890,코세스
IT,033560,블루콤
IT,033130,디지틀조선
IT,039420,케이엘넷
IT,094190,이엘케이
IT,066410,버킷스튜디오
IT,140070,서플러스글로벌
IT,094170,동운아나텍
IT,054210,이랜텍
IT,080520,오디텍
IT,047080,한빛소프트
IT,031310,아이즈비전
IT,020180,대신정보통신
IT,017900,광전자
IT,208640,썸에이지
IT,215790,이노인스트루먼트
IT,072770,율호
IT,170920,엘티씨
IT,190510,나무가
IT,257370,명성티엔에스
IT,027580,상보
IT,045660,에이텍
IT,290550,디케이티
IT,015710,코콤
IT,148250,알엔투테크놀로지
IT,033230,인성정보
IT,124500,아이티센
IT,131400,액트
IT,056360,코위버
IT,093920,서원인텍
IT,187870,디바이스이엔지
IT,066670,디스플레이텍
IT,002230,피에스텍
IT,054090,삼진엘앤디
IT,056700,신화인터텍
IT,085670,뉴프렉스
IT,040160,누리텔레콤
IT,080010,이상네트웍스
IT,047560,이스트소프트
IT,073570,WI
IT,052860,아이앤씨
IT,059120,아진엑스텍
IT,057880,필로시스헬스케어
IT,208710,바이오로그디바이스
IT,097800,윈팩
IT,250060,모비스
IT,083550,케이엠
IT,037330,인지디스플레
IT,211270,AP위성
IT,049550,잉크테크
IT,054630,에이디칩스
IT,071280,로체시스템즈
IT,045510,정원엔시스
IT,110990,디아이티
IT,131090,시큐브
IT,085810,알티캐스트
IT,219420,링크제니시스
IT,042110,에스씨디
IT,160600,에스엔텍비엠
IT,142210,유니트론텍
IT,017250,인터엠
IT,094840,슈프리마에이치큐
IT,077360,덕산하이메탈
IT,014910,성문전자
IT,049120,파인디앤씨
IT,007120,미래아이앤지
IT,049470,SGA
IT,214310,세미콘라이트
IT,089530,에이티세미콘
IT,115310,인포바인
IT,290740,액트로
IT,039290,인포뱅크
IT,078000,텔코웨어
IT,226440,한송네오텍
IT,050090,휘닉스소재
IT,072130,유엔젤
IT,052900,KMH하이텍
IT,046310,백금T&A
IT,041020,인프라웨어
IT,064290,인텍플러스
IT,092870,엑시콘
IT,225190,삼양옵틱스
IT,302430,이노메트리
IT,073110,엘엠에스
IT,044380,주연테크
IT,096690,제이스테판
IT,123260,파인넥스
IT,043590,크로바하이텍
IT,131180,딜리
IT,178780,유테크
IT,012340,뉴인텍
IT,184230,SGA솔루션즈
IT,059100,아이컴포넌트
IT,267850,아시아나IDT
IT,065440,이루온
IT,083450,GST
IT,069510,에스텍
IT,139670,키네마스터
IT,208860,엔지스테크널러지
IT,030350,드래곤플라이
IT,072990,에이치시티
IT,065570,삼영이엔씨
IT,067920,이글루시큐리티
IT,177350,베셀
IT,094360,칩스앤미디어
IT,263600,덕우전자
IT,083500,에프엔에스테크
IT,076610,해성옵틱스
IT,032680,소프트센
IT,015260,에이엔피
IT,208350,지란지교시큐리티
IT,096640,멜파스
IT,054940,엑사이엔씨
IT,263810,상신전자
IT,060540,에스에이티
IT,037030,파워넷
IT,046110,한일네트웍스
IT,131290,티에스이
IT,147760,마이크로프랜드
IT,054920,한컴위드
IT,036690,코맥스
IT,032580,피델릭스
IT,264660,씨앤지하이테크
IT,087600,픽셀플러스
IT,217820,엔에스
IT,081580,성우전자
IT,206400,엔터메이트
IT,089850,유비벨록스
IT,203450,유니온커뮤니티
IT,068940,아이씨케이
IT,143540,영우디에스피
IT,033790,스카이문스테크놀로지
IT,096610,알에프세미
IT,096040,이트론
IT,092300,현우산업
IT,176440,에이치엔티
IT,042500,링네트
IT,036710,심텍홀딩스
IT,052460,아이크래프트
IT,139050,데일리블록체인
IT,075130,플랜티넷
IT,195440,퓨전데이타
IT,224110,에이텍티앤
IT,175140,인포마크
IT,065770,CS
IT,024850,피에스엠씨
IT,226350,아이엠텍
IT,101730,조이맥스
IT,065710,서호전기
IT,035460,기산텔레콤
IT,205500,액션스퀘어
IT,115440,우리넷
IT,064480,브리지텍
IT,094970,제이엠티
IT,051380,피씨디렉트
IT,094860,코닉글로리
IT,150900,파수닷컴
IT,082660,나인컴플렉스
IT,256940,케이피에스
IT,066900,디에이피
IT,091340,S&K폴리텍
IT,171010,램테크놀러지
IT,263860,지니언스
IT,066310,큐에스아이
IT,109080,옵티시스
IT,134580,디엠티
IT,106520,디지탈옵틱
IT,004270,남성
IT,065690,파커스
IT,269620,시스웍
IT,153490,우리이앤엘
IT,062860,티엘아이
IT,285490,노바텍
IT,242040,나무기술
IT,136510,쎄미시스코
IT,054040,한국컴퓨터
IT,033050,제이엠아이
IT,032750,삼진
IT,038950,파인디지털
IT,131760,파인텍
IT,082850,우리바이오
IT,093640,다믈멀티미디어
IT,072950,빛샘전자
IT,028080,휴맥스홀딩스
IT,043260,성호전자
IT,153460,네이블
IT,001210,금호전기
IT,045300,성우테크론
IT,004920,씨아이테크
IT,050960,수산아이앤티
IT,073540,에프알텍
IT,067010,이씨에스
IT,006200,한국전자홀딩스
IT,058450,일야
IT,189690,포시에스
IT,016920,카스
IT,091440,텔레필드
IT,197140,디지캡
IT,089790,제이티
IT,115610,이미지스
IT,217500,러셀
IT,187270,신화콘텍
IT,173130,오파스넷
IT,042600,새로닉스
IT,070590,한솔인티큐브
IT,032540,TJ미디어
IT,056000,신스타임즈
IT,099520,ITX엠투엠
IT,100030,모바일리더
IT,070300,한솔시큐어
IT,181340,이즈미디어
IT,037400,우리조명
IT,023770,플레이위드
IT,191410,육일씨엔에쓰
IT,045340,토탈소프트
IT,098120,마이크로컨텍솔
IT,275630,에스에스알
IT,227100,디자인
IT,090740,연이정보통신
IT,009140,경인전자
IT,115500,케이씨에스
IT,170790,파이오링크
IT,077280,한컴지엠디
IT,080580,오킨스전자
IT,213090,미래테크놀로지
IT,079810,디이엔티
IT,053160,프리엠스
IT,029480,바른테크놀로지
IT,089150,케이씨티
IT,227950,마이크로텍
IT,123010,아이에이네트웍스
IT,290270,휴네시온
IT,039740,한국정보공학
IT,012600,청호컴넷
IT,020120,키다리스튜디오
IT,043360,디지아이
IT,078350,한양디지텍
IT,219130,타이거일렉
IT,263800,데이타솔루션
IT,019490,하이트론
IT,096870,엘디티
IT,067770,세진티에스
IT,121850,코이즈
IT,067730,로지시스
IT,121890,에스디시스템
IT,217190,제너셈
IT,033200,모아텍
IT,008110,대동전자
IT,069330,유아이디
IT,083470,KJ프리텍
IT,032960,동일기연
IT,182690,테라셈
커뮤니케이션서비스,017670,SK텔레콤
커뮤니케이션서비스,030200,KT
커뮤니케이션서비스,032640,LG유플러스
커뮤니케이션서비스,006490,인스코비
커뮤니케이션서비스,036630,세종텔레콤
커뮤니케이션서비스,025770,한국정보통신
커뮤니케이션서비스,036800,나이스정보통신
유틸리티,015760,한국전력
유틸리티,036460,한국가스공사
유틸리티,051600,한전KPS
유틸리티,052690,한전기술
유틸리티,018670,SK가스
유틸리티,004690,삼천리
유틸리티,017940,E1
유틸리티,071320,지역난방공사
유틸리티,015350,부산가스
유틸리티,267290,경동도시가스
유틸리티,015360,예스코홀딩스
유틸리티,151860,KG ETS
유틸리티,038870,에코바이오
유틸리티,130660,한전산업
유틸리티,012320,경동인베스트
유틸리티,017390,서울가스
유틸리티,117580,대성에너지
유틸리티,034590,인천도시가스
유틸리티,016710,대성홀딩스
유틸리티,053050,지에스이
